Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Name Cleaned
Coop,Irma rejer*,28,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F26a2be1a3d283e9b8b089f7ad937987d&w=378&s=34a87998fef5f1853d6a94b408bbb79c,,150,g,2025-04-27,rejer
Coop,365 økologisk pålægschokolade,35,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5410ac53135a9886b581bd5543c2feba%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1eb427afff915f22c1f308c542b9cd4e&w=1128&s=2cb562c0dfa647693654d13c87cd7865,,120,g,2025-04-27,pålægschokolade
Coop,365 økologisk hvedemel,16,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0559d8155b7127f05ead9112fb4c3f88&w=528&s=cbea4f9194493a1446158ff977de82de,,2000,g,2025-04-27,hvedemel
Coop,Thise økologisk skiveost*,28,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F00775d6c3606fc3f154f9982ce0a509f&w=528&s=2bdafa271d75954a8a34ba76947b3001,,180-200,g,2025-04-27,thise  skiveost
Coop,365 økologiske grøntsager*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F41723e9af9f072a126bc2d73b2d8835f&w=528&s=a324977ae50e731e095ee7f6a88b767f,,300-450,g,2025-04-27,grøntsager
Coop,Økologisk Peter Larsen,55,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd101ab6e5db35b240973e66fa800a032&w=747&s=e64c41433efd5fb0579e60a6fc0c7773,,100-400,g,2025-04-27,peter larsen
Coop,Merrild*,55,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd101ab6e5db35b240973e66fa800a032&w=747&s=e64c41433efd5fb0579e60a6fc0c7773,,100-400,g,2025-04-27,merrild
Coop,Kettle cooked chips*,13,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8766f5f78dcec441cb884ca587e6e562%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3e9261aed2ae7ab3c7f024339a9752ba%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc4b09bbbaf24a24a4cb8280746399c98&w=528&s=d63ef7a905d925240a99b198244b615c,,150,g,2025-04-27,kettle cooked chips
Coop,Ritter Sport*,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F399beae34f9ba54c089839a490f03353%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd21a9ffae9ba3ef3dbf6dee27aee6aa0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F25a702145e7feef218fdc159eb0768b9&w=528&s=15ba01430be684458ee0d35ba25b3302,,100,g,2025-04-27,ritter sport
Coop,Fazer Domino kiks*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe5dda2a0c5e9596b03ca06e0b12f7d2d&w=528&s=f8fbefdfba08bbf1ed2c5945ab697661,,175,g,2025-04-27,fazer domino kiks
Coop,Big Ben karameller*,40,,https://image-transformer-api.tjek.com/?_id=v2.6&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F8219652914bbb989366d8bec4f3fe629%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Faf987820c63d44f19429ff8f17f61a39%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5fa25dcdb713b6214667dc5ad066dad0&w=828&s=f42b945a1364717abd7eb6023441d5e4,,350-400,g,2025-04-27,big ben karameller
Coop,"Toms bars, marcipanbrød",10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa07d01397d209d5618a878c9ce6848ef&w=828&s=ed9784bd60cc867abdb4c9d181d5d8e9,,40-45,g,2025-04-27,"toms bars, marcipanbrød"
Coop,Guld barre*,10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa07d01397d209d5618a878c9ce6848ef&w=828&s=ed9784bd60cc867abdb4c9d181d5d8e9,,40-45,g,2025-04-27,guld barre
Coop,Spangsberg flødeboller 3-pak*,12,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F040c5333e5fc920f215ffb2ede301bc6&w=327&s=8eece79bbfa8c1145df795ddeef89995,,60,g,2025-04-27,spangsberg flødeboller pak
Coop,Coca-Cola 24-pak*,79,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9890fb7db295e4865a7b53c37eccf26a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff67c9d4cc69e5bd58e42d000c6a97a11&w=828&s=b69c0ccb348508f3b42d4b9f90fa3a12,,24,x,2025-04-27,cocacola pak
Coop,Faxe Kondi,17,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc83b39b04a5e53cb09ba8913b340c3c7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1928fcd94579f16c508202b7341076a0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffd839a9a45e5c254759dddcd36b4ee45%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5d7be4af46e70cbd23ef6e62b9f804b5&w=828&s=138aaa23534fedd573d481736d8965dc,,150,cl,2025-04-27,faxe kondi
Coop,Pepsi*,17,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc83b39b04a5e53cb09ba8913b340c3c7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1928fcd94579f16c508202b7341076a0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffd839a9a45e5c254759dddcd36b4ee45%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F5d7be4af46e70cbd23ef6e62b9f804b5&w=828&s=138aaa23534fedd573d481736d8965dc,,150,cl,2025-04-27,pepsi
Coop,Monster Energi*,14,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe4af8f4becdbad2af0830ae71d8ca04f%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1ca1d634379c7d8bf312927ab365203c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F4ca2191b17c48028d441aa0a2a84b34d&w=378&s=e3eabf7977df4c401fd998b82d31d89f,,50,cl,2025-04-27,monster energi
Coop,Tuborg øl,38,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7e4e6f534515f5a98d5231b83bff4a68%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac087efef3a343dbb8379d75c5944d59%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F03ad9f177b25524078a9c356fd6fabb0&w=378&s=a418651e09645605fdfa29816f8cd1a1,,6,x,2025-04-27,tuborg øl
Coop,Fernet-Branca Bitter,119,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2d5b13183db8f84d673d502c11de25cd&w=378&s=f45c12810946f4334a3a5a0f934fdf70,,70,cl,2025-04-27,fernetbranca bitter
Coop,Heineken,79,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1116e7ab120696935351ce7c5a6e7656&w=378&s=e7c594305acd3f3904ffd57f439b6671,,18-20,x,2025-04-27,heineken
Coop,Royal 18/20-pak*,79,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1116e7ab120696935351ce7c5a6e7656&w=378&s=e7c594305acd3f3904ffd57f439b6671,,18-20,x,2025-04-27,royal pak
Coop,Vinmarked,39,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ffe1887b2b5831b88a3bc89edc20b40a1&w=828&s=77b33b29628ef0786344cc3e66f981eb,,75,cl,2025-04-27,vinmarked
Coop,Radio Boka,35,,https://image-transformer-api.tjek.com/?_id=v2.6&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1ae91d537b74cb3a3eb216059e010ff5%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F36fb958db2a64f0ef1879edb5900fa72%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa9438dcb0ca4e0e03e06a1886ea03ec9&w=311&s=1cad572e1440c93efcf1ab3b46d7794a,,75,cl,2025-04-27,radio boka
Coop,"Giordano Ricarico Prestige, Primitivo di Manduria Badio al Colle",49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd164bce80c1d1f94f750b3a65fe8aa0d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F69aab367ce5bc06a056fa2932d804cb8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F334a904465de9836a4114accbceef80b&w=378&s=521f9bac3303b434bc48875f514e5913,,75,cl,2025-04-27,"giordano ricarico prestige, primitivo di manduria badio al colle"
Coop,Arthur Metz Riesling,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd164bce80c1d1f94f750b3a65fe8aa0d%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F69aab367ce5bc06a056fa2932d804cb8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F334a904465de9836a4114accbceef80b&w=378&s=521f9bac3303b434bc48875f514e5913,,75,cl,2025-04-27,arthur metz riesling
Coop,WNTL Riesling,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbd8d01a23202cc104ab495dbabeddb36%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac62b0426701ce2ae2d6e8f1f4af8b82&w=378&s=fb92fffcff3f34f60fb74cc524b99dde,,75,cl,2025-04-27,wntl riesling
Coop,Syrah,49,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbd8d01a23202cc104ab495dbabeddb36%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fac62b0426701ce2ae2d6e8f1f4af8b82&w=378&s=fb92fffcff3f34f60fb74cc524b99dde,,75,cl,2025-04-27,syrah
Coop,The Flag,89,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc3d5f0094aa97e2d6839ac39d9acde19&w=354&s=bbad8315f484ae96e3a5213f86308c29,,3,Liter,2025-04-27,the flag
Coop,365 Minirisk vådservietter,10,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb3848907e4b0d25f310d93b7a84329c5&w=828&s=41ca4afb22f9bbdc65a62b635cf2612b,,100,stk,2025-04-27,minirisk vådservietter
Coop,"Biotex flydende vaskemiddel, Dun-let spray",25,,https://image-transformer-api.tjek.com/?_id=v2&h=333&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F29cbc229ae8027cc698cc3ff0248753f&w=828&s=24ab520353268865b6fbd1d330542d1f,,14,vaske,2025-04-27,"biotex flydende vaskemiddel, dunlet spray"
Coop,skyllemiddel*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=333&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F29cbc229ae8027cc698cc3ff0248753f&w=828&s=24ab520353268865b6fbd1d330542d1f,,14,vaske,2025-04-27,skyllemiddel
Coop,Lotus Comfort toiletpapir,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F44bd532325979708b7b1e2af5b4d502e%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc47f9bbb1a6cece460abd5d7345fb28e&w=378&s=c0f822d793d91f87b8425353e47801c4,,525-801,g,2025-04-27,lotus comfort toiletpapir
Coop,Premium køkkenrulle*,18,,https://image-transformer-api.tjek.com/?_id=v2.6&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F44bd532325979708b7b1e2af5b4d502e%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc47f9bbb1a6cece460abd5d7345fb28e&w=378&s=c0f822d793d91f87b8425353e47801c4,,525-801,g,2025-04-27,premium køkkenrulle
Coop,Palmolive,24,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F84ec384f74762a2e9db21df8ba395823%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3f7900c8961ac2b8bb73e80fa3e78331%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F840e970fd343c8d8afe7d9c68495d2d0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F4f8b76c3233d1ff0cfbe63d04d178f38%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F63e332c607df9775a0f6b3a0fc224a44&w=378&s=590633811301ff5e21673017b0f603e6,,600-650,ml,2025-04-27,palmolive
Coop,Sanex shower gel*,24,,https://image-transformer-api.tjek.com/?_id=v2.6&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F84ec384f74762a2e9db21df8ba395823%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F3f7900c8961ac2b8bb73e80fa3e78331%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F840e970fd343c8d8afe7d9c68495d2d0%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F4f8b76c3233d1ff0cfbe63d04d178f38%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F63e332c607df9775a0f6b3a0fc224a44&w=378&s=590633811301ff5e21673017b0f603e6,,600-650,ml,2025-04-27,sanex shower gel
Coop,Colgate mundpleje*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F0827aeffd7738ae6ffa4924c479d47bc&w=780&s=697f9bb46adbd08cdb42475a11ca3235,,2,x,2025-04-27,colgate mundpleje
Coop,365 Minirisk opvasketabs,30,,https://image-transformer-api.tjek.com/?_id=v2&h=947&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F7dacd4d17af27dfad7ae1b641d52be66&w=828&s=c3d335f50807b8b59dc9399525265151,,40,stk,2025-04-27,minirisk opvasketabs
Coop,365 Minirisk skurecreme,10,,https://image-transformer-api.tjek.com/?_id=v2&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F4f867c6da4905cb0c252f072e98c9ec5&w=156&s=9a92767e5e45f00f50969aea244da450,,500,ml,2025-04-27,minirisk skurecreme
Coop,365 Minirisk opvaskemiddel,9,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbcb73f1a668f373a9b29db459d9a4446&w=378&s=6c13a1c0fc010c47b5405ed7e3b665bb,,500,ml,2025-04-27,minirisk opvaskemiddel
Coop,365 Minirisk afspændingsmiddel,12,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd949539683dd1f6f0214ab8b95fb8dc0&w=378&s=544a51404cca797a89ab03ac5ade7237,,500,ml,2025-04-27,minirisk afspændingsmiddel
Coop,365 Minirisk flydende vaskemiddel,20,,https://image-transformer-api.tjek.com/?_id=v2.6&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fedd731084afe7f4cdfe38497cac9f59a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F97562fe1f8c47a5a1c26b700018eb79f%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff8d415d074e7094b9a1c6e779b6240ab%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fcf83f79d3e3c429707ee4f8a3425fa8c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F6bae35967846870f2e14343030266ac7&w=656&s=955232e5cfe2123468ac33f76e308589,,1000,ml,2025-04-27,minirisk flydende vaskemiddel
Coop,Knivsæt 3 dele*,2025-04-27,,,,,,,knivsæt dele
Coop,Designservietter,10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff425e20a08aeb490df95847b010f421d&w=528&s=f9605a7dad8f0b1ba625d7aaf9de4e95,,20,stk,2025-04-27,designservietter
Coop,Opbevaringsbøtter*,2025-04-27,,,,,,,opbevaringsbøtter
Coop,Sæt med køkkenvægt og minutur*,2025-04-27,,,,,,,sæt med køkkenvægt og minutur
Coop,Holm pizzahjul*,2025-04-27,,,,,,,holm pizzahjul
Coop,Målekande med 4 måleskeer*,2025-04-27,,,,,,,målekande med måleskeer
Coop,Rivejern med opsamler*,2025-04-27,,,,,,,rivejern med opsamler
Coop,Sengetøj i 2 længder*,2025-04-27,,,,,,,sengetøj i længder
Coop,Kunstige blomster*,2025-04-27,,,,,,,kunstige blomster
Coop,Flettede kurve*,2025-04-27,,,,,,,flettede kurve
Coop,Stor sæbedispenser,2025-04-27,,,,,,,stor sæbedispenser
Coop,bakke*,2025-04-27,,,,,,,bakke
Coop,Køkkentekstil*,2025-04-27,,,,,,,køkkentekstil
Coop,Jacquarddug*,2025-04-27,,,,,,,jacquarddug
